Token,PRT
soliio,1.0606519198519848
impensa,1.0455003340485418
facultas,1.031888556240616
iudicium,1.02145714279278
paridus,1.1857881406880606
bellum,1.004887330023523
gigans,1.0381929030029546
falsus,1.0543346440338826
canis,1.0117444548650911
aliqui,1.0243354848762112
ibidem,1.021661477738151
tribunal,1.017754821852432
uester,1.0238909491146115
consto,1.0201646690092594
quilibet,1.0292610795672925
christianus,1.0199089103036405
confiteor,1.0115442501048793
puerilis,1.0148592057499681
aeuum,1.0062630174642595
quondam,1.021111732116609
decet,1.007996638332134
grauus,1.0199974562708396
annus,1.0128055438995174
asperno,1.1394546281895421
maturo,1.025684516538759
camena,1.0172428846665025
qualis,1.008050904563377
castus,1.0091216760599326
aetas,1.0109859013362292
specimen,1.0246388983755985
materia,1.034244410562559
concipio,1.0102649838487343
decus,1.0049324133700952
uetustus,1.0148070890291372
terrenus,1.0162524397437358
triumphantum,1.8495140857584949
insigne,1.0120693308936686
equidem,1.0347212123073561
orno,1.0072383102244449
opuleo,1.1171887027752962
cedo,1.0041573506340409
coipio,1.0270278013219882
exerceo,1.015619404237349
quoque,1.0138477234465448
erudio,1.0139223519649818
uita,1.0081788409439731
lex,1.0116764910443332
catus,1.084316564914871
propior,1.0307258890533737
disco,1.0046221484924633
carus,1.0229952368559885
miror,1.007349890917366
amarus,1.038665379531442
amo,1.0138485811831957
uanus,1.0121402784113083
tuba,1.0092665805860443
persona,1.0183512088280815
celsior,1.048485764693876
intono,1.0201537513714771
actus,1.0232101097736561
primordium,1.0141876233223759
mundus,1.008929060577481
uagus,1.007234198237612
innumerus,1.0134515430578164
epicurus,1.0349005013685098
atomus,1.0560749240167118
demens,1.0216350993178267
inanis,1.014599780101316
irritus,1.0371557484097913
spatior,1.041946873504049
quaero,1.007631885946452
legifer,1.0653501376707772
antiquo,1.0514666131528838
uenero,1.0205175089158032
moyses,1.0049293434811701
compositum,1.0701540512116052
instituo,1.0096328214243289
soluo,1.0131894711783103
formo,1.0117980270403566
limo,1.027587147173795
spiramen,1.0206173362674564
afflo,1.0209074927450599
celsus,1.006648220787027
spiro,1.0153863211666074
ceu,1.0064695294778034
lapis,1.027752009946958
pyrrha,1.202754463672831
contemno,1.0084062625808736
uultus,1.0034866480334887
sublimo,1.0438927708136392
digno,1.029061583608291
itidem,1.0315111945529138
pergo,1.0117381705739528
fo,1.0580073419479596
sententia,1.0141666564407035
leo,1.102071081322957
aeque,1.0227165481599905
produco,1.018803505168462
ara,1.0117931455138465
nidor,1.02709947829626
ructo,1.042145635756869
curo,1.0143603572011584
anhelo,1.0183062114240382
praefor,1.1429370235297436
iacio,1.0143658768253907
super,1.0200908554413002
astrum,1.009736242979724
scio,1.0094471168613284
cupio,1.0073119688519638
doceo,1.0071953174335357
ulterior,1.0244807255748425
iohannes,1.034817327517657
principium,1.0198901241657838
inquam,1.0155364114479024
obsideo,1.0162532399961646
nihil,1.0045908678674338
uigeo,1.0119667737530913
rego,1.0070772421961673
subdo,1.020384684391545
aeterno,1.105010764445918
famulatus,1.0675070363441477
stratum,1.030773890674372
gigno,1.0175656857274558
genitor,1.0179944911170096
adoro,1.0079630276928224
maiestas,1.012308528503567
paternus,1.014294739604021
regno,1.013703215543386
iesus,1.024026375679354
salus,1.0088176150745007
nitor,1.0392591714354773
mortalis,1.0429730185726007
fultus,1.0267712923167442
assequor,1.0298277287413318
fragilis,1.0099170689197374
euinco,1.056877109144134
rigidus,1.007327996170798
disrumpo,1.0226737823575591
uincula,1.0113569272988587
corporeus,1.0477248545213083
utor,1.0118890761415467
sector,1.0060425337577883
capio,1.00718098731882
regnum,1.0152445690076939
fio,1.0038602978573181
dedo,1.0180574376764147
artus,1.0038147100489492
uitium,1.0086441561015
inuictus,1.009553051820268
fortis,1.0072452643962264
aduerto,1.0116321425588832
uirtus,1.0064267834091507
certamen,1.00804599855894
tempero,1.0281545375368095
generosus,1.0126208096238842
semen,1.0114408847030714
ignis,1.0052567233354848
aetherius,1.0179830639700405
conscendo,1.0128078061200405
recessus,1.0438601010285782
gremium,1.0159877484730857
inhio,1.021877222213255
caligo,1.009262937733664
tremo,1.0082709970618267
sapientia,1.0172201877137244
nouo,1.0129844127875545
arbiter,1.0183361268375124
contineo,1.0135509112023753
species,1.0906439078210064
porrigo,1.0089669831427646
retraho,1.0187710258862395
mare,1.0069278287453698
sidus,1.0046736454566305
uentus,1.0048923257090998
ingens,1.0121708707284338
aegyptus,1.0139007833169569
mergo,1.0073111221398694
refluo,1.0343359096558025
tyrannus,1.008075617015511
elementum,1.0166898116109002
experior,1.0161576495268512
tellus,1.003502673899146
iudaeus,1.0122439089669164
solus,1.011180460992786
lego,1.0082982654151598
hostis,1.011558094745181
permisceo,1.0128997708824496
