Token,Cosine Similarity
dirus,0.9962399
ferrum,0.99450827
supplicium,0.98344773
mereo,0.9919485
carcer,0.98805857
flo,0.9842503
spero,0.9678418
polus,0.99543655
grassor,0.9848904
insanio,0.9692677
detracto,0.9598272
pono,0.9908281
cautus,0.9885212
aestus,0.9916064
trado,0.98941004
differo,0.99319935
adicio,0.94043267
ingratus,0.9854393
summus,0.9871878
profero,0.9930756
deinde,0.9889569
pratum,0.98501587
guberno,0.98052883
uinea,0.9830674
grex,0.98213243
pecus,0.99336433
possideo,0.97239876
inuenio,0.98894364
inquisitio,0.9123866
prohibeo,0.97690284
mare,0.9799336
salsus,0.97359383
decerno,0.9824544
aureus,0.9890846
saeclum,0.99071765
refero,0.997293
perennis,0.9857346
io,0.96399975
anima,0.9694656
at,0.9834912
luo,0.9725615
tunc,0.9889269
ostendo,0.9908634
inscius,0.9814032
recedo,0.9829656
super,0.9337275
diuitia,0.9908087
festiuus,0.9782263
pauper,0.98588264
subdo,0.99112225
parens,0.98498213
pasco,0.9901658
longe,0.98493606
mediocris,0.9872837
extinguo,0.985983
prouincia,0.9742803
gradus,0.97497046
pello,0.9907388
multitudo,0.96997887
perturbo,0.98443294
consulo,0.98816425
traianus,0.9795696
imperator,0.62363195
praeter,0.98270565
obstinatio,0.97106946
sacramentum,0.9569475
comperio,0.98964095
parco,0.9877191
exuo,0.9883904
subuenio,0.9821313
operor,0.97643995
minimus,0.98348653
amo,0.98549175
uitis,0.9860421
terribilis,0.96849513
obseruo,0.9801916
prosperus,0.9887539
fraus,0.97820735
sumo,0.9957007
expio,0.9759079
intueor,0.98451275
qualiter,0.96968234
corrumpo,0.9895257
nimis,0.96719927
uictoria,0.99142253
incuso,0.9859688
aperte,0.97580624
ius,0.9602369
rescribo,0.9624007
genus,0.9907142
inquiro,0.9871393
offero,0.97866356
punio,0.9815597
suggero,0.9848482
paulus,0.95582926
apostolus,0.9375575
faueo,0.9919858
persona,0.94532096
prouenio,0.98661673
extollo,0.9761913
fragilitas,0.9728599
umquam,0.9943919
lucrum,0.965729
auidus,0.9934783
fortuna,0.9900446
praesumo,0.9836667
prosperitas,0.97198397
ceno,0.9803127
turba,0.9866168
dono,0.9614979
sin,0.950685
tempero,0.96342635
ceruix,0.9933994
fiducia,0.96316314
for,0.9816028
prouideo,0.9749687
compos,0.9559125
sententia,0.97338414
necessitas,0.9806256
confundo,0.9755382
pastor,0.9689534
ferox,0.9894748
uago,0.98553866
moneo,0.99507344
ideo,0.96885234
seorsum,0.9318327
stabulum,0.9884407
siluestris,0.9859172
taurus,0.9774864
tutus,0.98770535
tectum,0.991785
mando,0.98309195
lupus,0.978734
antrum,0.9928598
surgo,0.9745134
regnum,0.9836997
iustus,0.9453844
indomitus,0.98834914
iugum,0.9783686
labor,0.99422574
iuuo,0.9923108
campus,0.9925787
crassus,0.96650094
satio,0.9882816
domo,0.9845109
utilis,0.94484264
perinde,0.9180504
ferinus,0.9750359
sapiens,0.9730528
intra,0.94467527
aeuum,0.99422574
leuis,0.991535
perduco,0.9904897
poenalis,0.9488218
barathrum,0.97096586
uestis,0.9927106
argentum,0.9772272
ulna,0.9850279
dein,0.96563447
canto,0.9767029
ludo,0.99201214
sortior,0.9755318
ignarus,0.9844821
saeuio,0.99602854
animaduerto,0.9922841
legendus,0.9855115
rursus,0.9928944
scio,0.95504886
subicio,0.9898447
praebeo,0.9945859
uito,0.9921255
inuidia,0.9939934
confero,0.9896548
finio,0.98159367
sex,0.98429155
mille,0.9847842
annus,0.9890468
gusto,0.9681975
pomum,0.990463
futurus,0.9837593
pendo,0.99306023
uitalis,0.9885031
datum,0.9420356
neglego,0.99088436
extendo,0.9571965
manus,0.9665946
ueto,0.9911345
censura,0.93395984
circumuenio,0.9908606
gustus,0.9794888
sufficio,0.9899831
lego,0.97081184
templum,0.97979516
cultura,0.93528813
sodalis,0.9830563
solus,0.9924868
praecipio,0.9617907
duplex,0.9862727
frequenter,0.98169315
crux,0.9466923
stultitia,0.94478124
iunior,0.9528387
occido,0.9901797
nequam,0.9375809
reperio,0.99530643
suboles,0.99066293
natis,0.9815264
postumus,0.91109395
somnio,0.9764036
periculum,0.9811774
quatio,0.9950563
febris,0.9746188
dolor,0.99451745
lacero,0.9919173
nondum,0.98007965
condicio,0.9277007
numquam,0.99221313
error,0.97256666
praeuenio,0.99212277
clauus,0.9801315
medius,0.9813895
iudaei,0.9702816
caecus,0.97689813
fossa,0.9830997
reduco,0.99011207
absoluo,0.9922192
doctus,0.9634682
propter,0.97127867
delictum,0.9455148
mirabilis,0.95735985
narro,0.9923427
deduco,0.9813267
funerum,0.99019694
defero,0.98219585
concludo,0.99063796
aratrum,0.9894433
intellego,0.97433186
cruentus,0.99407864
nouus,0.99235755
desero,0.9761925
insum,0.99050903
durus,0.9936956
uniuersus,0.97026324
militaris,0.9825524
statio,0.9721414
hostis,0.98616743
miles,0.99317247
socius,0.9882147
conscius,0.98999006
usque,0.9627734
moyses,0.962343
iratus,0.94563353
indignus,0.9915341
tam,0.98856497
infirmus,0.97455764
signum,0.9756161
recipio,0.9911818
seruio,0.98249614
minor,0.9811853
diligo,0.97624385
plenus,0.9827166
dictum,0.97071576
partus,0.9849235
geminus,0.99664986
adeo,0.97775924
intendo,0.98566407
priscus,0.99437237
saeuitia,0.97998637
macto,0.9854594
percipio,0.9701823
probo,0.96762097
sperno,0.99471533
rescindo,0.9658688
sacrificium,0.9473828
lapis,0.9829402
oblatio,0.8897084
credido,0.9085927
suspendo,0.994591
induro,0.892719
commoueo,0.99156755
praedico,0.98490846
compositus,0.98974264
tum,0.9891262
scilicet,0.9776129
pareo,0.99112225
tres,0.9880008
impero,0.9958327
nero,0.97495353
leuo,0.9869299
signo,0.9869961
finis,0.98545617
septem,0.9813575
undique,0.9934842
meretrix,0.9777367
fauilla,0.99197036
hierosolyma,0.95693207
pergo,0.99184
uictor,0.9935954
latinus,0.9785876
praesertim,0.96618855
imago,0.9797393
itaque,0.97951484
oblo,0.9681097
scribo,0.98529285
exclamo,0.98608214
pariter,0.9898082
ignotus,0.9934739
nouo,0.9905344
tribus,0.9006043
dimidius,0.96072483
dimidium,0.92121184
traditio,0.85639524
apertior,0.973907
indico,0.98318404
quare,0.9404968
infero,0.97694826
eligo,0.98871017
chorus,0.97368705
consurgo,0.9590033
plebs,0.9739963
impono,0.98749983
equus,0.98360145
trucido,0.9852808
calx,0.9810624
aliquando,0.9893823
tenere,0.98261124
compleo,0.98870325
auspicium,0.9885054
facinus,0.9881199
forma,0.980108
erga,0.9666285
tormentum,0.9838446
adhibeo,0.9913502
compello,0.9869483
merito,0.96735066
dispergo,0.97758776
conuenio,0.9783665
castra,0.9829128
propero,0.9967264
descendo,0.9759187
pater,0.9756658
lectus,0.98331964
mature,0.973232
tutor,0.91937643
iubeo,0.99250394
fluuius,0.99145067
produco,0.9870858
iter,0.99190545
dica,0.9794589
educo,0.9631072
subsido,0.9815322
fons,0.98731416
festino,0.9882963
mater,0.9878955
capio,0.9927226
quaestio,0.97435117
admitto,0.9848088
hodie,0.9606073
homicida,0.97849405
homicidium,0.9568151
ordo,0.9869443
obtineo,0.9850777
inlido,0.97706693
exercitus,0.9534598
terror,0.98693126
prosterno,0.98403835
comprehendo,0.97975343
decretum,0.96062446
primoris,0.9738027
antiquus,0.9753674
uber,0.9864783
refrigero,0.93782103
suadeo,0.9924969
uarius,0.9957785
tuba,0.96358347
tenebrae,0.9322939
summitto,0.98282826
etiam,0.9911294
diu,0.9924061
suffero,0.9710183
conclamo,0.97477627
ululo,0.9551736
spatium,0.99067134
cremo,0.98604923
flamma,0.99413383
tango,0.9901952
immo,0.98289204
decedo,0.97841436
fleo,0.98737895
ardor,0.98797476
liquesco,0.9796547
fulmen,0.9920867
ira,0.9888048
occupo,0.9940523
nauticus,0.96529675
puppis,0.9926778
partio,0.98270285
seruo,0.9886013
fabrica,0.97148025
ciuitas,0.97952485
incorruptus,0.95785195
gemitus,0.9846995
robustus,0.95472634
genero,0.9860041
nubo,0.97250956
comparo,0.9804791
uectigalis,0.9782406
opinor,0.9694525
pessimus,0.9784201
pluuia,0.9799864
frigus,0.9932971
rapina,0.98309946
lucerna,0.9558485
lumen,0.9904422
desidero,0.9812495
luceo,0.9694282
nox,0.98950446
duodecim,0.9093971
stadium,0.9698509
latus,0.9903623
radix,0.93786705
urbs,0.9841969
luna,0.96486974
saepio,0.9919397
dies,0.7403911
addo,0.9944136
emitto,0.9274009
euito,0.9738112
conuerto,0.98849446
intereo,0.99197125
nouitas,0.98420465
habitaculum,0.9700551
loco,0.9794385
derelinquo,0.95769346
admoneo,0.9865587
salutaris,0.94050556
lanio,0.9853751
sacrilegus,0.99104345
gero,0.9903664
erogo,0.9786317
cumque,0.9766023
tiro,0.98056805
uirgineus,0.9861691
uersor,0.98965615
agnus,0.9576678
delinquo,0.9850206
genitalis,0.98410106
pecco,0.9897112
noto,0.9943644
insignis,0.98710316
grauis,0.9972109
peccatum,0.97828835
fidelis,0.9774605
reputo,0.9691689
fudo,0.9792316
freno,0.98882586
similiter,0.9767348
bis,0.9925502
protendo,0.97645664
sector,0.98964256
numquid,0.9572544
denuo,0.9658896
fallo,0.9968365
uolucer,0.9912999
esca,0.97957563
incautus,0.98644936
circa,0.98379683
persevero,0.92517173
recordor,0.9689308
derogo,0.95489144
condemno,0.97033584
grauiter,0.9896396
ligo,0.99390745
decus,0.9951055
deiectus,0.9864626
exemplum,0.9873859
lauacrum,0.97981435
caritas,0.9533931
lingua,0.9881735
humilis,0.976971
contra,0.96888965
patiens,0.8968346
precor,0.99075925
attamen,0.9189068
confusio,0.92333674
culpa,0.96416557
reatus,0.96073216
uulnus,0.9959729
medicus,0.98756325
lenio,0.9813971
namque,0.993733
fateor,0.9911426
quondam,0.9896223
ruina,0.988146
commoneo,0.96985775
uulnero,0.9884333
cautior,0.9705061
barba,0.98132443
coma,0.990944
foedo,0.98989713
puluis,0.98453856
peto,0.9870085
tropaeum,0.99009866
uociferor,0.9813224
amitto,0.99126285
patria,0.99090475
pugno,0.9857641
obeo,0.9891109
seruitium,0.99240196
incolumis,0.988127
latebra,0.99044955
caedes,0.9897438
cesso,0.9849992
incurro,0.98338926
infamis,0.981571
occurro,0.99206984
inops,0.9927373
sono,0.9856497
surdus,0.97003317
satis,0.99047434
condo,0.98583305
subito,0.9928708
inundo,0.9765012
paruulus,0.98806304
iners,0.98504317
excuso,0.9653674
ob,0.983932
promereo,0.9817479
milito,0.9797142
imploro,0.9812219
concedo,0.98796654
repono,0.98854226
ulterior,0.984885
ferus,0.9970912
desisto,0.9900614
inmensus,0.9899274
militia,0.9530759
dimitto,0.9830148
pristinus,0.98523724
inmineo,0.971517
imperium,0.99504274
uirtus,0.9869981
postremus,0.98970354
desidia,0.9751879
omitto,0.9810711
propono,0.9593047
cottidie,0.9897754
praesto,0.9626459
sollicitus,0.98070836
matutinus,0.96872723
reuiso,0.9757376
