Token,Cosine Similarity
rogatio,0.96767473
intercedo,0.98064184
edoceo,0.9825042
impertio,0.982721
aemilia,0.940812
tribus,0.9016087
cornelia,0.9285426
lustrum,0.98867285
condo,0.99548465
census,0.9857034
lustro,0.9956795
incolo,0.98905396
clarus,0.9922995
laetus,0.99322444
regius,0.99190235
seruitus,0.987375
immanis,0.9923097
barbarus,0.9939891
tempestas,0.99043566
populor,0.9863261
domo,0.99401265
gratulor,0.9909576
aureus,0.99422896
quaequi,0.98069155
facultas,0.9639947
petendus,0.9837169
noxa,0.9849895
iuvo,0.98664176
argentum,0.95102227
eumenes,0.9921576
benignus,0.9849
laetior,0.97881436
pamphylia,0.98102355
frumentum,0.97351456
pactum,0.9107816
adueho,0.9913189
uerus,0.9934979
octauus,0.988641
rursus,0.99245864
deporto,0.98022974
praefectus,0.9705355
tradendus,0.9719366
reliquus,0.99081945
exigo,0.99393374
missus,0.98610723
sententia,0.9844962
uerbum,0.9836868
conscriptus,0.9495797
regnum,0.983909
di,0.9803074
europa,0.986057
transeo,0.9939712
amnis,0.9953821
uallis,0.9817263
lycaonia,0.9803877
effero,0.9955221
recte,0.98558724
neu,0.98740184
fugitiuus,0.9907524
c,0.98584783
actuarius,0.93823177
remus,0.988915
moneo,0.99508333
nauigo,0.9949279
citra,0.9594127
stipendium,0.9864877
conduco,0.9880826
dicio,0.9788517
aedes,0.9779929
aedificium,0.9739828
debeo,0.98640704
exactio,0.9612733
aufero,0.98690975
conquiro,0.9862385
cognosco,0.9898044
item,0.983886
